ligand,receptor,n_sources,sources
ADCYAP1,ADCYAP1R1,8,COMMOT_CellChat; CellTalkDB; LARIS_neurotransmitter; LIANA_consensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
COL6A6,COMPLEX:ITGA11,1,stCASE
COL6A6,COMPLEX:ITGA2,1,stCASE
COL6A6,COMPLEX:ITGA3,1,stCASE
COL6A6,COMPLEX:ITGA9,1,stCASE
COL6A6,COMPLEX:ITGAV,1,stCASE
COL6A6,DDR1,1,stCASE
COL7A1,COMPLEX:ITGA1,1,stCASE
COL7A1,COMPLEX:ITGA10,1,stCASE
COL7A1,COMPLEX:ITGA11,1,stCASE
COL7A1,COMPLEX:ITGA2,1,stCASE
COL7A1,ITGA1,1,LIANA_consensus
COL7A1,ITGA10,1,LIANA_consensus
COL7A1,ITGA11,1,LIANA_consensus
COL8A1,COMPLEX:ITGA1,1,stCASE
COL8A1,COMPLEX:ITGA10,1,stCASE
COL8A1,COMPLEX:ITGA11,1,stCASE
COL8A1,COMPLEX:ITGA2,1,stCASE
COL8A1,DDR1,1,stCASE
COL8A1,ITGA10,1,LIANA_consensus
COL8A1,ITGA11,1,LIANA_consensus
COL8A2,COMPLEX:ITGA1,1,stCASE
COL8A2,COMPLEX:ITGA10,1,stCASE
COL8A2,COMPLEX:ITGA11,1,stCASE
COL8A2,COMPLEX:ITGA2,1,stCASE
COL8A2,ITGA1,1,LIANA_consensus
COL8A2,ITGA10,1,LIANA_consensus
COL8A2,ITGA11,1,LIANA_consensus
COL8A2,ITGA2,1,LIANA_consensus
COL9A1,COMPLEX:ITGA1,1,stCASE
COL9A1,COMPLEX:ITGA10,1,stCASE
COL9A1,COMPLEX:ITGA11,1,stCASE
COL9A1,COMPLEX:ITGA2,1,stCASE
COL9A1,COMPLEX:ITGA3,1,stCASE
COL9A1,COMPLEX:ITGA9,1,stCASE
COL9A1,COMPLEX:ITGAV,1,stCASE
COL9A2,COMPLEX:ITGA1,1,stCASE
COL9A2,COMPLEX:ITGA10,1,stCASE
COL9A2,COMPLEX:ITGA11,1,stCASE
COL9A2,COMPLEX:ITGA2,1,stCASE
COL9A2,COMPLEX:ITGA3,1,stCASE
COL9A2,COMPLEX:ITGA9,1,stCASE
COL9A2,COMPLEX:ITGAV,1,stCASE
COL9A3,COMPLEX:ITGA1,1,stCASE
COL9A3,COMPLEX:ITGA10,1,stCASE
COL9A3,COMPLEX:ITGA11,1,stCASE
COL9A3,COMPLEX:ITGA2,1,stCASE
COL9A3,COMPLEX:ITGA3,1,stCASE
COL9A3,COMPLEX:ITGA9,1,stCASE
COL9A3,COMPLEX:ITGAV,1,stCASE
COMP,COMPLEX:ITGA3,1,stCASE
COMP,COMPLEX:ITGAV,1,stCASE
COMPLEX:EBI3,COMPLEX:IL12RB2,1,stCASE
COMPLEX:EBI3,COMPLEX:IL27RA,1,stCASE
COMPLEX:EBI3,IL6ST,1,stCASE
COMPLEX:IL12A,COMPLEX:IL12RB1,1,stCASE
COMPLEX:IL12A,COMPLEX:IL12RB2,1,stCASE
COMPLEX:IL12A,IL12RB2,1,stCASE
COMPLEX:IL12A,IL27RA,1,stCASE
COMPLEX:IL12B,COMPLEX:IL12RB1,1,stCASE
COMPLEX:IL12B,COMPLEX:IL23R,1,stCASE
COMPLEX:IL12B,IL12RB1,1,stCASE
COMPLEX:IL12B,IL23R,1,stCASE
COMPLEX:IL27,COMPLEX:IL27RA,1,stCASE
COMPLEX:IL27,IL6ST,1,stCASE
COMPLEX:INHA,ACVR2A,1,stCASE
COMPLEX:INHA,ACVR2B,1,stCASE
COMPLEX:INHBA,ACVR2A,1,stCASE
COMPLEX:INHBA,ACVR2B,1,stCASE
COMPLEX:INHBA,COMPLEX:ACVR1B,1,stCASE
COMPLEX:INHBA,COMPLEX:ACVR1C,1,stCASE
COMPLEX:LAMA1,COMPLEX:ITGA6,1,stCASE
COMPLEX:LAMA1,ITGB1,1,stCASE
COMPLEX:LAMA3,COMPLEX:ITGA6,1,stCASE
COMPLEX:LAMA3,ITGB4,1,stCASE
COMPLEX:NPNT,COMPLEX:ITGA8,1,stCASE
COMPLEX:NPNT,ITGB1,1,stCASE
COPA,CD74,1,LIANA_consensus
COPA,MTNR1B,1,LIANA_consensus
COPA,NTRK1,1,LIANA_consensus
COPA,P2RY6,1,LIANA_consensus
CR2,CD19,1,stCASE
CR2,CD81,1,stCASE
CRLF1,IL6ST,1,LIANA_consensus
CRLF2,CRLF2,1,LIANA_consensus
CRLF2,IL7R,1,LIANA_consensus
CRLF2,TSLP,1,LIANA_consensus
CSF1,CELSR3,1,LIANA_consensus
CSF2,COMPLEX:CSF2RA,1,stCASE
CSPG4,COMPLEX:ITGA3,1,stCASE
CTF1,COMPLEX:IL6ST,1,stCASE
CTGF,ERBB4,1,SpaCcLink
CTGF,ITGA5,1,SpaCcLink
CTGF,ITGAM,1,SpaCcLink
CTGF,ITGB2,1,SpaCcLink
CTGF,LRP1,1,SpaCcLink
CTGF,LRP6,1,SpaCcLink
CTGF,NTRK1,1,SpaCcLink
CTSG,FPR1,1,LARIS_neurotransmitter
CXADR,CXADR,1,connectomeDB2020_lit
CXCL10,TLR4,1,LIANA_consensus
CXCR4,CCR5,1,stCASE
CYP11A1,NR1H4,1,LARIS_neurotransmitter
CYP11A1,NR1I2,1,LARIS_neurotransmitter
CYP11B1,NR3C1,1,LARIS_neurotransmitter
CYP11B1,NR3C2,1,LARIS_neurotransmitter
CYP11B2,NR3C1,1,LARIS_neurotransmitter
CYP11B2,NR3C2,1,LARIS_neurotransmitter
CYP17A1,AR,1,LARIS_neurotransmitter
CYP19A1,ESR1,1,LARIS_neurotransmitter
CYP19A1,ESR2,1,LARIS_neurotransmitter
CYP19A1,GPER1,1,LARIS_neurotransmitter
CYP19A1,NR1I2,1,LARIS_neurotransmitter
CYP21A2,NR3C2,1,LARIS_neurotransmitter
CYP27B1,VDR,1,LARIS_neurotransmitter
CYP3A4,NR1H4,1,LARIS_neurotransmitter
CYR61,ITGA5,1,SpaCcLink
CYR61,ITGAM,1,SpaCcLink
CYR61,ITGAV,1,SpaCcLink
CYR61,ITGB2,1,SpaCcLink
CYR61,ITGB3,1,SpaCcLink
CYR61,ITGB5,1,SpaCcLink
DAG1,LAMA4,1,connectomeDB2020_lit
DAGLA,CNR1,1,LARIS_neurotransmitter
DAGLA,CNR2,1,LARIS_neurotransmitter
DAGLA,GPR55,1,LARIS_neurotransmitter
DAGLB,CNR1,1,LARIS_neurotransmitter
DAGLB,CNR2,1,LARIS_neurotransmitter
DAGLB,GPR55,1,LARIS_neurotransmitter
DBH,ADRA1A,1,LARIS_neurotransmitter
DBH,ADRA1B,1,LARIS_neurotransmitter
DBH,ADRA1D,1,LARIS_neurotransmitter
DBH,ADRA2A,1,LARIS_neurotransmitter
DBH,ADRA2B,1,LARIS_neurotransmitter
DBH,ADRA2C,1,LARIS_neurotransmitter
DBH,ADRB1,1,LARIS_neurotransmitter
DBH,ADRB2,1,LARIS_neurotransmitter
DBH,ADRB3,1,LARIS_neurotransmitter
DBP,ACKR1,1,LIANA_consensus
DCC,ADORA2B,1,stCASE
DCN,KDR,1,stCASE
DDC,DRD1,1,LARIS_neurotransmitter
DDC,DRD2,1,LARIS_neurotransmitter
DDC,DRD3,1,LARIS_neurotransmitter
DDC,DRD4,1,LARIS_neurotransmitter
DDC,DRD5,1,LARIS_neurotransmitter
DDC,HTR1A,1,LARIS_neurotransmitter
DDC,HTR1B,1,LARIS_neurotransmitter
DDC,HTR1D,1,LARIS_neurotransmitter
DDC,HTR1E,1,LARIS_neurotransmitter
DDC,HTR1F,1,LARIS_neurotransmitter
DDC,HTR2A,1,LARIS_neurotransmitter
DDC,HTR2B,1,LARIS_neurotransmitter
DDC,HTR2C,1,LARIS_neurotransmitter
DDC,HTR3A,1,LARIS_neurotransmitter
DDC,HTR3B,1,LARIS_neurotransmitter
DDC,HTR3C,1,LARIS_neurotransmitter
DDC,HTR3D,1,LARIS_neurotransmitter
DDC,HTR3E,1,LARIS_neurotransmitter
DDC,HTR4,1,LARIS_neurotransmitter
DDC,HTR5A,1,LARIS_neurotransmitter
DDC,HTR6,1,LARIS_neurotransmitter
DDC,HTR7,1,LARIS_neurotransmitter
DEFB106B,CCR2,1,LIANA_consensus
DHCR24,RORA,1,LARIS_neurotransmitter
DHCR24,RORC,1,LARIS_neurotransmitter
DHCR7,NR1H2,1,LARIS_neurotransmitter
DHCR7,NR1H3,1,LARIS_neurotransmitter
DHCR7,RORA,1,LARIS_neurotransmitter
DHCR7,RORC,1,LARIS_neurotransmitter
DHH,COMPLEX:PTCH1,1,stCASE
DHH,COMPLEX:PTCH2,1,stCASE
DHRS9,PGR,1,LARIS_neurotransmitter
DIO3,THRA,1,LARIS_neurotransmitter
DIO3,THRB,1,LARIS_neurotransmitter
DMP1,COMPLEX:ITGAV,1,stCASE
DPEP1,CYSLTR1,1,LARIS_neurotransmitter
DPEP1,CYSLTR2,1,LARIS_neurotransmitter
DPEP2,CYSLTR1,1,LARIS_neurotransmitter
DPEP2,CYSLTR2,1,LARIS_neurotransmitter
DPEP3,CYSLTR1,1,LARIS_neurotransmitter
DPEP3,CYSLTR2,1,LARIS_neurotransmitter
DSPP,COMPLEX:ITGAV,1,stCASE
EBI3,COMPLEX:IL27RA,1,stCASE
EBI3,IL12RB2,1,LIANA_consensus
EDIL3,COMPLEX:ITGAV,1,stCASE
EGF,COMPLEX:EGFR,1,stCASE
EGF,TNFRSF11B,1,LIANA_consensus
ENTPD1,ADORA3,1,LIANA_consensus
EPCAM,EPCAM,1,connectomeDB2020_lit
EPGN,ERBB4,1,stCASE
EPHA2,EGFR,1,stCASE
EPHA4,EFNB1,1,connectomeDB2020_lit
EPHA4,FGFR3,1,stCASE
EPHB1,NRCAM,1,stCASE
EPHB2,NRCAM,1,stCASE
EPHB4,SDC3,1,stCASE
ERBB2,EGFR,1,stCASE
ERBB2,ERBB3,1,stCASE
ERBB2,ERBB4,1,stCASE
ERBB2,PLXNB1,1,stCASE
ERBB2,PTPRE,1,stCASE
EREG,COMPLEX:EGFR,1,stCASE
EREG,COMPLEX:ERBB2,1,stCASE
ERFE,LRP1,1,LIANA_consensus
ETV5,ERBB2,1,LIANA_consensus
F11,GP1BB,1,LIANA_consensus
F11,GP5,1,LIANA_consensus
F11,GP9,1,LIANA_consensus
F11R,COMPLEX:ITGAL,1,stCASE
F12,GP1BB,1,LIANA_consensus
F12,GP5,1,LIANA_consensus
F12,GP9,1,LIANA_consensus
F8,LRP2,1,LIANA_consensus
F8,LRP4,1,LIANA_consensus
FAM3B,LRP5,1,LIANA_consensus
FAM3C,ADGRG5,1,LIANA_consensus
FAM3C,CLEC2D,1,LIANA_consensus
FAM3C,FFAR2,1,LIANA_consensus
FAM3C,GPR42,1,LIANA_consensus
FAM3C,KIR2DL3,1,LIANA_consensus
FAM3C,PDCD1,1,LIANA_consensus
FCER2,COMPLEX:ITGAM,1,stCASE
FCER2,COMPLEX:ITGAV,1,stCASE
FCER2,COMPLEX:ITGAX,1,stCASE
FDX1,NR1I2,1,LARIS_neurotransmitter
FDX2,NR1I2,1,LARIS_neurotransmitter
FDXR,NR1I2,1,LARIS_neurotransmitter
FGB,CDH5,1,LIANA_consensus
FGF1,ITGB3,1,LIANA_consensus
FGF2,ITGB3,1,LIANA_consensus
FGFR1,ITGB4,1,stCASE
FGFR3,EPHA4,1,LIANA_consensus
FGFR4,EPHA4,1,LIANA_consensus
FGFR4,PTPRR,1,LIANA_consensus
FGFR4,TNFRSF10A,1,LIANA_consensus
FGFRL1,FGFR1,1,stCASE
FIGF,FLT4,1,SpaCcLink
FIGF,ITGA9,1,SpaCcLink
FIGF,KDR,1,SpaCcLink
FIGF,NRP2,1,SpaCcLink
FLRT1,ADGRL1,1,LARIS_neurotransmitter
FLRT1,ADGRL2,1,LARIS_neurotransmitter
FLRT1,ADGRL3,1,LARIS_neurotransmitter
FLRT1,UNC5A,1,LARIS_neurotransmitter
FLRT1,UNC5B,1,LARIS_neurotransmitter
FLRT1,UNC5C,1,LARIS_neurotransmitter
FLRT1,UNC5D,1,LARIS_neurotransmitter
FLRT2,ADGRL1,1,LARIS_neurotransmitter
FLRT2,ADGRL2,1,LARIS_neurotransmitter
FLRT2,ADGRL3,1,LARIS_neurotransmitter
FLRT2,UNC5A,1,LARIS_neurotransmitter
FLRT2,UNC5B,1,LARIS_neurotransmitter
FLRT2,UNC5C,1,LARIS_neurotransmitter
FLRT2,UNC5D,1,LARIS_neurotransmitter
FLRT3,ADGRL1,1,LARIS_neurotransmitter
FLRT3,ADGRL2,1,LARIS_neurotransmitter
FLRT3,UNC5A,1,LARIS_neurotransmitter
FLRT3,UNC5B,1,LARIS_neurotransmitter
FLRT3,UNC5C,1,LARIS_neurotransmitter
FLRT3,UNC5D,1,LARIS_neurotransmitter
FLT1,NRP1,1,stCASE
FN1,COMPLEX:ITGA2B,1,stCASE
FN1,COMPLEX:ITGA3,1,stCASE
FN1,COMPLEX:ITGA4,1,stCASE
FN1,COMPLEX:ITGA5,1,stCASE
FN1,COMPLEX:ITGA8,1,stCASE
FN1,COMPLEX:ITGAV,1,stCASE
FRAS1,COMPLEX:ITGA8,1,stCASE
FREM1,COMPLEX:ITGA8,1,stCASE
FREM2,COMPLEX:ITGA8,1,stCASE
FRS3,FGFR1,1,LIANA_consensus
FSTL5,CEACAM19,1,LIANA_consensus
FSTL5,CHL1,1,LIANA_consensus
FSTL5,CNTN5,1,LIANA_consensus
FSTL5,GP6,1,LIANA_consensus
FSTL5,IL6R,1,LIANA_consensus
FSTL5,LILRA1,1,LIANA_consensus
FSTL5,LILRB2,1,LIANA_consensus
FSTL5,SDK2,1,LIANA_consensus
FSTL5,SIGLEC6,1,LIANA_consensus
FZD5,LRP6,1,stCASE
FZD8,CKAP4,1,connectomeDB2020_lit
GAD1,GABBR1,1,LARIS_neurotransmitter
GAD1,GABBR2,1,LARIS_neurotransmitter
GAD1,GABRA1,1,LARIS_neurotransmitter
GAD1,GABRA2,1,LARIS_neurotransmitter
GAD1,GABRA3,1,LARIS_neurotransmitter
GAD1,GABRA4,1,LARIS_neurotransmitter
GAD1,GABRA5,1,LARIS_neurotransmitter
GAD1,GABRA6,1,LARIS_neurotransmitter
GAD1,GABRB2,1,LARIS_neurotransmitter
GAD1,GABRB3,1,LARIS_neurotransmitter
GAD1,GABRD,1,LARIS_neurotransmitter
GAD1,GABRE,1,LARIS_neurotransmitter
GAD1,GABRG2,1,LARIS_neurotransmitter
GAD1,GABRQ,1,LARIS_neurotransmitter
GAD2,GABBR1,1,LARIS_neurotransmitter
GAD2,GABBR2,1,LARIS_neurotransmitter
GAD2,GABRA1,1,LARIS_neurotransmitter
GAD2,GABRA2,1,LARIS_neurotransmitter
GAD2,GABRA3,1,LARIS_neurotransmitter
GAD2,GABRA4,1,LARIS_neurotransmitter
GAD2,GABRA5,1,LARIS_neurotransmitter
GAD2,GABRA6,1,LARIS_neurotransmitter
GAD2,GABRB2,1,LARIS_neurotransmitter
GAD2,GABRB3,1,LARIS_neurotransmitter
GAD2,GABRD,1,LARIS_neurotransmitter
GAD2,GABRE,1,LARIS_neurotransmitter
GAD2,GABRG2,1,LARIS_neurotransmitter
GAD2,GABRQ,1,LARIS_neurotransmitter
GAL,HLA-DPA1,1,LIANA_consensus
GAST,ADGRG1,1,LARIS_neurotransmitter
GAST,GPR152,1,LIANA_consensus
GAST,KIR2DL3,1,LIANA_consensus
GCG,FAP,1,LIANA_consensus
GDF1,ACTR2,1,LIANA_consensus
GDF1,COMPLEX:ACVR1B,1,stCASE
GDF1,COMPLEX:ACVR1C,1,stCASE
GDF1,HTR4,1,LIANA_consensus
GDF10,BMPR2,1,LIANA_consensus
GDF10,COMPLEX:ACVR1B,1,stCASE
GDF11,ACTR2,1,LIANA_consensus
GDF11,ACVR1C,1,LIANA_consensus
GDF11,ANTXR1,1,LIANA_consensus
GDF11,COMPLEX:ACVR1B,1,stCASE
GDF11,COMPLEX:ACVR2A,1,stCASE
GDF11,COMPLEX:ACVR2B,1,stCASE
GDF2,COMPLEX:ACVR2A,1,stCASE
GDF2,COMPLEX:ACVR2B,1,stCASE
GDF2,COMPLEX:ACVRL1,1,stCASE
GDF3,COMPLEX:ACVR1B,1,stCASE
GDF3,COMPLEX:ACVR1C,1,stCASE
GDF3,TDGF1,1,connectomeDB2020_lit
GDF5,COMPLEX:BMPR1A,1,stCASE
GDF5,COMPLEX:BMPR1B,1,stCASE
GDF6,COMPLEX:BMPR1A,1,stCASE
GDF6,COMPLEX:BMPR1B,1,stCASE
GDF7,COMPLEX:BMPR1A,1,stCASE
GDF7,COMPLEX:BMPR1B,1,stCASE
GDF9,COMPLEX:ACVR1B,1,stCASE
GDF9,COMPLEX:BMPR2,1,stCASE
GDNF,COMPLEX:GFRA1,1,stCASE
GGT1,CYSLTR1,1,LARIS_neurotransmitter
GGT1,CYSLTR2,1,LARIS_neurotransmitter
GGT5,CYSLTR1,1,LARIS_neurotransmitter
GGT5,CYSLTR2,1,LARIS_neurotransmitter
GH1,EPOR,1,LIANA_consensus
GHRH,DPP4,1,LIANA_consensus
GIP,FAP,1,LIANA_consensus
GJA1,GJA5,1,LARIS_neurotransmitter
GJA3,GJA1,1,LARIS_neurotransmitter
GJA3,GJA5,1,LARIS_neurotransmitter
GJA3,GJC1,1,LARIS_neurotransmitter
GJC1,GJA1,1,LARIS_neurotransmitter
GJC1,GJA5,1,LARIS_neurotransmitter
GLG1,SELE,1,connectomeDB2020_lit
GLS,GRIA1,1,LARIS_neurotransmitter
GLS,GRIA2,1,LARIS_neurotransmitter
GLS,GRIA3,1,LARIS_neurotransmitter
GLS,GRIA4,1,LARIS_neurotransmitter
GLS,GRIK1,1,LARIS_neurotransmitter
GLS,GRIK2,1,LARIS_neurotransmitter
GLS,GRIK3,1,LARIS_neurotransmitter
GLS,GRIK4,1,LARIS_neurotransmitter
GLS,GRIK5,1,LARIS_neurotransmitter
GLS,GRIN1,1,LARIS_neurotransmitter
GLS,GRIN2A,1,LARIS_neurotransmitter
GLS,GRIN2B,1,LARIS_neurotransmitter
GLS,GRIN2C,1,LARIS_neurotransmitter
GLS,GRIN2D,1,LARIS_neurotransmitter
GLS,GRM1,1,LARIS_neurotransmitter
GLS,GRM2,1,LARIS_neurotransmitter
GLS,GRM3,1,LARIS_neurotransmitter
GLS,GRM4,1,LARIS_neurotransmitter
GLS,GRM5,1,LARIS_neurotransmitter
GLS,GRM6,1,LARIS_neurotransmitter
GLS,GRM7,1,LARIS_neurotransmitter
GLS,GRM8,1,LARIS_neurotransmitter
GLS2,GRIA1,1,LARIS_neurotransmitter
GLS2,GRIA2,1,LARIS_neurotransmitter
GLS2,GRIA3,1,LARIS_neurotransmitter
GLS2,GRIA4,1,LARIS_neurotransmitter
GLS2,GRIK1,1,LARIS_neurotransmitter
GLS2,GRIK2,1,LARIS_neurotransmitter
GLS2,GRIK3,1,LARIS_neurotransmitter
GLS2,GRIK4,1,LARIS_neurotransmitter
GLS2,GRIK5,1,LARIS_neurotransmitter
GLS2,GRIN1,1,LARIS_neurotransmitter
GLS2,GRIN2A,1,LARIS_neurotransmitter
GLS2,GRIN2B,1,LARIS_neurotransmitter
GLS2,GRIN2C,1,LARIS_neurotransmitter
GLS2,GRIN2D,1,LARIS_neurotransmitter
GLS2,GRM1,1,LARIS_neurotransmitter
GLS2,GRM2,1,LARIS_neurotransmitter
GLS2,GRM3,1,LARIS_neurotransmitter
GLS2,GRM4,1,LARIS_neurotransmitter
GLS2,GRM5,1,LARIS_neurotransmitter
GLS2,GRM6,1,LARIS_neurotransmitter
GLS2,GRM7,1,LARIS_neurotransmitter
GLS2,GRM8,1,LARIS_neurotransmitter
GP1BA,COMPLEX:ITGAM,1,stCASE
GP1BA,SELP,1,stCASE
GPC3,FLT1,1,LIANA_consensus
GPC3,TNFRSF11B,1,LIANA_consensus
GPC3,UNC5C,1,LIANA_consensus
GPC3,UNC5D,1,LIANA_consensus
GPC3,VSIG10L,1,LIANA_consensus
GPHA2,ADGRV1,1,LIANA_consensus
GPI,NTRK1,1,LIANA_consensus
GPR26,HTR1A,1,stCASE
GRN,NTRK1,1,LIANA_consensus
GRP,FAP,1,LIANA_consensus
HAPLN1,ADGRA2,1,LIANA_consensus
HAPLN1,AGER,1,LIANA_consensus
HAPLN1,IGDCC4,1,LIANA_consensus
HAPLN1,IL1RL1,1,LIANA_consensus
HAPLN1,MPIG6B,1,LIANA_consensus
HAPLN1,PRTG,1,LIANA_consensus
HAPLN1,TNFRSF11B,1,LIANA_consensus
HAPLN1,TREML2,1,LIANA_consensus
HAVCR1,HAVCR1,1,connectomeDB2020_lit
HAVCR1,TIMD4,1,stCASE
HBEGF,COMPLEX:EGFR,1,stCASE
HBEGF,COMPLEX:ERBB2,1,stCASE
HLA-A,KLRD1,1,stCASE
HLA-C,KIR2DS2,1,stCASE
HLA-DQB2,LAG3,1,LIANA_consensus
HLA-DRA,CD53,1,stCASE
HLA-DRA,CD63,1,stCASE
HLA-DRA,CD82,1,stCASE
HLA-DRB1,CD53,1,stCASE
HLA-E,COMPLEX:KLRD1,1,stCASE
HSD17B1,ESR1,1,LARIS_neurotransmitter
HSD17B1,ESR2,1,LARIS_neurotransmitter
HSD17B1,GPER1,1,LARIS_neurotransmitter
HSD17B1,NR1I2,1,LARIS_neurotransmitter
HSD17B12,AR,1,LARIS_neurotransmitter
HSD17B3,AR,1,LARIS_neurotransmitter
HSD17B6,NR1H4,1,LARIS_neurotransmitter
HSD3B1,CATSPER1,1,LARIS_neurotransmitter
HSD3B1,CATSPER2,1,LARIS_neurotransmitter
HSD3B1,CATSPER3,1,LARIS_neurotransmitter
HSD3B1,CATSPER4,1,LARIS_neurotransmitter
HSD3B1,CATSPERB,1,LARIS_neurotransmitter
HSD3B1,CATSPERD,1,LARIS_neurotransmitter
HSP90AA1,TGFBR1,1,stCASE
HSP90AB1,ERBB2,1,stCASE
HTR1B,HTR1A,1,stCASE
HTR1D,HTR1A,1,stCASE
IBSP,COMPLEX:ITGAV,1,stCASE
ICAM1,COMPLEX:ITGAL,1,stCASE
ICAM1,COMPLEX:ITGAM,1,stCASE
ICAM1,COMPLEX:ITGAX,1,stCASE
ICAM2,COMPLEX:ITGAL,1,stCASE
ICAM2,COMPLEX:ITGAM,1,stCASE
ICOS,ICOSLG,1,connectomeDB2020_lit
IFNA1,COMPLEX:IFNAR1,1,stCASE
IFNA10,COMPLEX:IFNAR1,1,stCASE
IFNA13,COMPLEX:IFNAR1,1,stCASE
IFNA13,CR2,1,stCASE
IFNA14,COMPLEX:IFNAR1,1,stCASE
IFNA16,COMPLEX:IFNAR1,1,stCASE
IFNA17,COMPLEX:IFNAR1,1,stCASE
IFNA2,COMPLEX:IFNAR1,1,stCASE
IFNA2,CR2,1,LIANA_consensus
IFNA21,COMPLEX:IFNAR1,1,stCASE
IFNA4,COMPLEX:IFNAR1,1,stCASE
IFNA5,COMPLEX:IFNAR1,1,stCASE
IFNA6,COMPLEX:IFNAR1,1,stCASE
IFNA7,COMPLEX:IFNAR1,1,stCASE
IFNA8,COMPLEX:IFNAR1,1,stCASE
IFNA8,GPR152,1,LIANA_consensus
IFNB1,COMPLEX:IFNAR1,1,stCASE
IFNE,COMPLEX:IFNAR1,1,stCASE
IFNG,COMPLEX:IFNGR1,1,stCASE
IFNG,MPL,1,LIANA_consensus
IFNK,COMPLEX:IFNAR1,1,stCASE
IFNL1,COMPLEX:IFNLR1,1,stCASE
IFNL3,COMPLEX:IFNLR1,1,stCASE
IFNL3,IFNL3,1,LIANA_consensus
IFNW1,COMPLEX:IFNAR1,1,stCASE
IGF1,COMPLEX:ITGA6,1,stCASE
IGF1,COMPLEX:ITGAV,1,stCASE
IGF1R,ADRB2,1,stCASE
IGF1R,CDH1,1,stCASE
IGF1R,EGFR,1,stCASE
IGF1R,GHR,1,stCASE
IGF1R,INSR,1,stCASE
IGF1R,PTH1R,1,stCASE
IGF1R,SIRPA,1,stCASE
IGF2,COMPLEX:ITGA6,1,stCASE
IGF2,COMPLEX:ITGAV,1,stCASE
IGF2,GPR152,1,LIANA_consensus
IGFBP3,TMEM219,1,LARIS_neurotransmitter
IGFBP7,MPIG6B,1,LIANA_consensus
IGFBPL1,DCC,1,LIANA_consensus
IGHG1,FCGR2B,1,LIANA_consensus
IGHG1,FCGR3B,1,LIANA_consensus
IGLC1,FCGR2B,1,LIANA_consensus
IGLC1,FCGR3B,1,LIANA_consensus
IGSF1,ACVR1B,1,LIANA_consensus
IGSF10,CD200R1L,1,LIANA_consensus
IGSF10,MAG,1,LIANA_consensus
IGSF10,MILR1,1,LIANA_consensus
IGSF10,SLAMF9,1,LIANA_consensus
IHH,COMPLEX:PTCH1,1,stCASE
IHH,COMPLEX:PTCH2,1,stCASE
IL10,CD27,1,LIANA_consensus
IL10,CD70,1,LIANA_consensus
IL10,COMPLEX:IL10RA,1,stCASE
IL10,IFNLR1,1,LIANA_consensus
IL11,COMPLEX:IL11RA,1,stCASE
IL11,IL6R,1,LIANA_consensus
IL12A,COMPLEX:IL12RB2,1,stCASE
IL12A,IL27RA,1,LIANA_consensus
IL12B,BOC,1,LIANA_consensus
IL12B,COMPLEX:IL12RB1,1,stCASE
IL13,COMPLEX:IL13RA1,1,stCASE
IL13,COMPLEX:IL13RA2,1,stCASE
IL13,COMPLEX:IL4R,1,stCASE
IL13,IL13,1,LIANA_consensus
IL15,COMPLEX:IL15RA,1,stCASE
IL15RA,AXL,1,LIANA_consensus
IL17A,COMPLEX:IL17RA,1,stCASE
IL17C,COMPLEX:IL17RA,1,stCASE
IL17F,COMPLEX:IL17RA,1,stCASE
IL18,COMPLEX:IL18R1,1,stCASE
IL18,IL18,1,LIANA_consensus
IL19,COMPLEX:IL20RA,1,stCASE
IL1A,COMPLEX:IL1R1,1,stCASE
IL1B,COMPLEX:IL1R1,1,stCASE
IL1F10,COMPLEX:IL1RL2,1,stCASE
IL2,COMPLEX:IL2RA,1,stCASE
IL2,COMPLEX:IL2RB,1,stCASE
IL20,COMPLEX:IL20RA,1,stCASE
IL20,COMPLEX:IL20RB,1,stCASE
IL20,COMPLEX:IL22RA1,1,stCASE
IL21,COMPLEX:IL21R,1,stCASE
IL21,IL4R,1,LIANA_consensus
IL22,COMPLEX:IL10RB,1,stCASE
IL22,COMPLEX:IL20RB,1,stCASE
IL22,COMPLEX:IL22RA1,1,stCASE
IL22,IL20RA,1,LIANA_consensus
IL22,IL20RB,1,LIANA_consensus
IL22,IL22,1,LIANA_consensus
IL23A,COMPLEX:IL12RB1,1,stCASE
IL23A,COMPLEX:IL23R,1,stCASE
IL23A,GP6,1,LIANA_consensus
IL23A,LILRA1,1,LIANA_consensus
IL23A,LILRB2,1,LIANA_consensus
IL23A,SIGLEC6,1,LIANA_consensus
IL24,COMPLEX:IL20RA,1,stCASE
IL24,COMPLEX:IL20RB,1,stCASE
IL24,COMPLEX:IL22RA1,1,stCASE
IL24,NOTCH2,1,LIANA_consensus
IL25,COMPLEX:IL17RA,1,stCASE
IL26,COMPLEX:IL10RB,1,stCASE
IL26,COMPLEX:IL20RA,1,stCASE
IL27,COMPLEX:IL12RB2,1,stCASE
IL27,COMPLEX:IL27RA,1,stCASE
IL27,IL12RB2,1,LIANA_consensus
IL3,COMPLEX:CSF2RB,1,stCASE
IL3,COMPLEX:IL3RA,1,stCASE
IL3,CSF2RA,1,LIANA_consensus
IL31,COMPLEX:IL31RA,1,stCASE
IL33,COMPLEX:IL1RAP,1,stCASE
IL33,COMPLEX:IL1RL1,1,stCASE
IL36A,COMPLEX:IL1RAP,1,stCASE
IL36A,COMPLEX:IL1RL2,1,stCASE
