ligand,receptor,n_sources,sources
Adcyap1,Adcyap1r1,9,COMMOT_CellChat; CellChatDB; CellTalkDB; LARIS_neurotransmitter; LIANA_mouseconsensus; SPIDER_internal; SpaCcLink; connectomeDB2020_lit; stCASE
Cntf,Complex:cntfr,1,stCASE
Cntf,Crlf1,1,LIANA_mouseconsensus
Cntf,Egfr,1,LIANA_mouseconsensus
Cntf,Il6r,1,connectomeDB2020_lit
Cntn2,Complex:cntn2,1,stCASE
Cntn4,Aplp1,1,LIANA_mouseconsensus
Cntn6,Ptprg,1,LIANA_mouseconsensus
Cntnap1,Cntn1,1,stCASE
Col10a1,Complex:gm42957,1,stCASE
Col10a1,Complex:itga1,1,stCASE
Col10a1,Complex:itga11,1,stCASE
Col10a1,Complex:itga2,1,stCASE
Col10a1,Itga1,1,LIANA_mouseconsensus
Col10a1,Itga10,1,LIANA_mouseconsensus
Col10a1,Itga11,1,LIANA_mouseconsensus
Col10a1,Itga2,1,LIANA_mouseconsensus
Col11a1,Complex:gm42957,1,stCASE
Col11a1,Complex:itga1,1,stCASE
Col11a1,Complex:itga11,1,stCASE
Col11a1,Complex:itga2,1,stCASE
Col11a1,Itga1,1,LIANA_mouseconsensus
Col11a1,Itga10,1,LIANA_mouseconsensus
Col11a1,Itga11,1,LIANA_mouseconsensus
Col11a1,Itga2,1,LIANA_mouseconsensus
Col11a2,Complex:gm42957,1,stCASE
Col11a2,Complex:itga1,1,stCASE
Col11a2,Complex:itga11,1,stCASE
Col11a2,Complex:itga2,1,stCASE
Col11a2,Itga1,1,LIANA_mouseconsensus
Col11a2,Itga10,1,LIANA_mouseconsensus
Col11a2,Itga11,1,LIANA_mouseconsensus
Col11a2,Itga2,1,LIANA_mouseconsensus
Col12a1,Complex:gm42957,1,stCASE
Col12a1,Complex:itga1,1,stCASE
Col12a1,Complex:itga11,1,stCASE
Col12a1,Complex:itga2,1,stCASE
Col12a1,Itga1,1,LIANA_mouseconsensus
Col12a1,Itga10,1,LIANA_mouseconsensus
Col12a1,Itga11,1,LIANA_mouseconsensus
Col12a1,Itga2,1,LIANA_mouseconsensus
Col13a1,Itga1,1,LIANA_mouseconsensus
Col13a1,Itga10,1,LIANA_mouseconsensus
Col13a1,Itga11,1,LIANA_mouseconsensus
Col13a1,Itga2,1,LIANA_mouseconsensus
Col13a1,Itgb1,1,LIANA_mouseconsensus
Col14a1,Complex:gm42957,1,stCASE
Col14a1,Complex:itga1,1,stCASE
Col14a1,Complex:itga11,1,stCASE
Col14a1,Complex:itga2,1,stCASE
Col14a1,Itga1,1,LIANA_mouseconsensus
Col14a1,Itga10,1,LIANA_mouseconsensus
Col14a1,Itga11,1,LIANA_mouseconsensus
Col14a1,Itga2,1,LIANA_mouseconsensus
Col15a1,Complex:gm42957,1,stCASE
Col15a1,Complex:itga1,1,stCASE
Col15a1,Complex:itga11,1,stCASE
Col15a1,Complex:itga2,1,stCASE
Col15a1,Itga1,1,LIANA_mouseconsensus
Col15a1,Itga10,1,LIANA_mouseconsensus
Col15a1,Itga11,1,LIANA_mouseconsensus
Col15a1,Itga2,1,LIANA_mouseconsensus
Col16a1,Complex:gm42957,1,stCASE
Col16a1,Complex:itga1,1,stCASE
Col16a1,Complex:itga11,1,stCASE
Col16a1,Complex:itga2,1,stCASE
Col16a1,Itga1,1,LIANA_mouseconsensus
Col16a1,Itga10,1,LIANA_mouseconsensus
Col16a1,Itga11,1,LIANA_mouseconsensus
Col16a1,Itga2,1,LIANA_mouseconsensus
Col17a1,Complex:gm42957,1,stCASE
Col17a1,Complex:itga1,1,stCASE
Col17a1,Complex:itga11,1,stCASE
Col17a1,Complex:itga2,1,stCASE
Col17a1,Itgb1,1,stCASE
Col18a1,Complex:gm42957,1,stCASE
Col18a1,Complex:itga1,1,stCASE
Col18a1,Complex:itga11,1,stCASE
Col18a1,Complex:itga2,1,stCASE
Col18a1,Itga1,1,LIANA_mouseconsensus
Col18a1,Itga10,1,LIANA_mouseconsensus
Col18a1,Itga11,1,LIANA_mouseconsensus
Col18a1,Itga2,1,LIANA_mouseconsensus
Col18a1,Itga3,1,LIANA_mouseconsensus
Col18a1,Itgb3,1,LIANA_mouseconsensus
Col19a1,Complex:gm42957,1,stCASE
Col19a1,Complex:itga1,1,stCASE
Col19a1,Complex:itga11,1,stCASE
Col19a1,Complex:itga2,1,stCASE
Col19a1,Itga1,1,LIANA_mouseconsensus
Col19a1,Itga10,1,LIANA_mouseconsensus
Col19a1,Itga11,1,LIANA_mouseconsensus
Col19a1,Itga2,1,LIANA_mouseconsensus
Col1a1,Complex:gm42957,1,stCASE
Col1a1,Complex:itga1,1,stCASE
Col1a1,Complex:itga11,1,stCASE
Col1a1,Complex:itga2,1,stCASE
Col1a1,Complex:itga3,1,stCASE
Col1a1,Complex:itga9,1,stCASE
Col1a1,Complex:itgav,1,stCASE
Col1a1,Flt4,1,LIANA_mouseconsensus
Col1a1,Tmprss6,1,SpaCcLink
Col1a2,Complex:gm42957,1,stCASE
Col1a2,Complex:itga1,1,stCASE
Col1a2,Complex:itga11,1,stCASE
Col1a2,Complex:itga2,1,stCASE
Col1a2,Complex:itga3,1,stCASE
Col1a2,Complex:itga9,1,stCASE
Col1a2,Complex:itgav,1,stCASE
Col1a2,Ddr1,1,stCASE
Col1a2,Ddr2,1,stCASE
Col1a2,Flt4,1,LIANA_mouseconsensus
Col20a1,Itga1,1,LIANA_mouseconsensus
Col20a1,Itga10,1,LIANA_mouseconsensus
Col20a1,Itga11,1,LIANA_mouseconsensus
Col20a1,Itga2,1,LIANA_mouseconsensus
Col20a1,Itgb1,1,LIANA_mouseconsensus
Col22a1,Complex:gm42957,1,stCASE
Col22a1,Complex:itga1,1,stCASE
Col22a1,Complex:itga11,1,stCASE
Col22a1,Complex:itga2,1,stCASE
Col22a1,Itga1,1,LIANA_mouseconsensus
Col22a1,Itga10,1,LIANA_mouseconsensus
Col22a1,Itga11,1,LIANA_mouseconsensus
Col22a1,Itga2,1,LIANA_mouseconsensus
Col24a1,Complex:gm42957,1,stCASE
Col24a1,Complex:itga1,1,stCASE
Col24a1,Complex:itga11,1,stCASE
Col24a1,Complex:itga2,1,stCASE
Col24a1,Itga1,1,LIANA_mouseconsensus
Col24a1,Itga10,1,LIANA_mouseconsensus
Col24a1,Itga11,1,LIANA_mouseconsensus
Col24a1,Itga2,1,LIANA_mouseconsensus
Col26a1,Complex:gm42957,1,stCASE
Col26a1,Complex:itga1,1,stCASE
Col26a1,Complex:itga11,1,stCASE
Col26a1,Complex:itga2,1,stCASE
Col26a1,Itga1,1,LIANA_mouseconsensus
Col26a1,Itga10,1,LIANA_mouseconsensus
Col26a1,Itga11,1,LIANA_mouseconsensus
Col26a1,Itga2,1,LIANA_mouseconsensus
Col27a1,Complex:gm42957,1,stCASE
Col27a1,Complex:itga1,1,stCASE
Col27a1,Complex:itga11,1,stCASE
Col27a1,Complex:itga2,1,stCASE
Col27a1,Itga1,1,LIANA_mouseconsensus
Col27a1,Itga10,1,LIANA_mouseconsensus
Col27a1,Itga11,1,LIANA_mouseconsensus
Col27a1,Itga2,1,LIANA_mouseconsensus
Col28a1,Complex:gm42957,1,stCASE
Col28a1,Complex:itga1,1,stCASE
Col28a1,Complex:itga11,1,stCASE
Col28a1,Complex:itga2,1,stCASE
Col28a1,Itga1,1,LIANA_mouseconsensus
Col28a1,Itga10,1,LIANA_mouseconsensus
Col28a1,Itga11,1,LIANA_mouseconsensus
Col28a1,Itga2,1,LIANA_mouseconsensus
Col2a1,Complex:gm42957,1,stCASE
Col2a1,Complex:itga1,1,stCASE
Col2a1,Complex:itga11,1,stCASE
Col2a1,Complex:itga2,1,stCASE
Col2a1,Complex:itga3,1,stCASE
Col2a1,Complex:itga9,1,stCASE
Col2a1,Complex:itgav,1,stCASE
Col2a1,Tnfrsf10a,1,connectomeDB2020_lit
Col3a1,Complex:gm42957,1,stCASE
Col3a1,Complex:itga1,1,stCASE
Col3a1,Complex:itga11,1,stCASE
Col3a1,Complex:itga2,1,stCASE
Col3a1,Itga1,1,LIANA_mouseconsensus
Col3a1,Itga10,1,LIANA_mouseconsensus
Col3a1,Itga11,1,LIANA_mouseconsensus
Col3a1,Itga2,1,LIANA_mouseconsensus
Col4a1,Cd47,1,LIANA_mouseconsensus
Col4a1,Complex:gm42957,1,stCASE
Col4a1,Complex:itga1,1,stCASE
Col4a1,Complex:itga11,1,stCASE
Col4a1,Complex:itga2,1,stCASE
Col4a1,Complex:itga3,1,stCASE
Col4a1,Complex:itga9,1,stCASE
Col4a1,Complex:itgav,1,stCASE
Col4a1,Ddr1,1,stCASE
Col4a2,Complex:gm42957,1,stCASE
Col4a2,Complex:itga1,1,stCASE
Col4a2,Complex:itga11,1,stCASE
Col4a2,Complex:itga2,1,stCASE
Col4a2,Complex:itga3,1,stCASE
Col4a2,Complex:itga9,1,stCASE
Col4a2,Complex:itgav,1,stCASE
Col4a2,Ddr1,1,stCASE
Col4a2,Itgb3,1,LIANA_mouseconsensus
Col4a2,Itgb5,1,LIANA_mouseconsensus
Col4a3,Complex:gm42957,1,stCASE
Col4a3,Complex:itga1,1,stCASE
Col4a3,Complex:itga11,1,stCASE
Col4a3,Complex:itga2,1,stCASE
Col4a3,Complex:itga3,1,stCASE
Col4a3,Complex:itga9,1,stCASE
Col4a3,Complex:itgav,1,stCASE
Col4a3,Ddr1,1,stCASE
Col4a4,Cd47,1,LIANA_mouseconsensus
Col4a4,Complex:gm42957,1,stCASE
Col4a4,Complex:itga1,1,stCASE
Col4a4,Complex:itga11,1,stCASE
Col4a4,Complex:itga2,1,stCASE
Col4a4,Complex:itga3,1,stCASE
Col4a4,Complex:itga9,1,stCASE
Col4a4,Complex:itgav,1,stCASE
Col4a4,Ddr1,1,stCASE
Col4a4,Itgb3,1,LIANA_mouseconsensus
Col4a5,Cd47,1,LIANA_mouseconsensus
Col4a5,Complex:gm42957,1,stCASE
Col4a5,Complex:itga1,1,stCASE
Col4a5,Complex:itga11,1,stCASE
Col4a5,Complex:itga2,1,stCASE
Col4a5,Complex:itga3,1,stCASE
Col4a5,Complex:itga9,1,stCASE
Col4a5,Complex:itgav,1,stCASE
Col4a5,Ddr1,1,stCASE
Col4a6,Cd47,1,LIANA_mouseconsensus
Col4a6,Complex:gm42957,1,stCASE
Col4a6,Complex:itga1,1,stCASE
Col4a6,Complex:itga11,1,stCASE
Col4a6,Complex:itga2,1,stCASE
Col4a6,Complex:itga3,1,stCASE
Col4a6,Complex:itga9,1,stCASE
Col4a6,Complex:itgav,1,stCASE
Col4a6,Ddr1,1,stCASE
Col5a1,Complex:gm42957,1,stCASE
Col5a1,Complex:itga1,1,stCASE
Col5a1,Complex:itga11,1,stCASE
Col5a1,Complex:itga2,1,stCASE
Col5a1,Ddr1,1,stCASE
Col5a1,Itga1,1,LIANA_mouseconsensus
Col5a1,Itga10,1,LIANA_mouseconsensus
Col5a1,Itga11,1,LIANA_mouseconsensus
Col5a1,Itga2,1,LIANA_mouseconsensus
Col5a2,Complex:gm42957,1,stCASE
Col5a2,Complex:itga1,1,stCASE
Col5a2,Complex:itga11,1,stCASE
Col5a2,Complex:itga2,1,stCASE
Col5a2,Itga1,1,LIANA_mouseconsensus
Col5a2,Itga10,1,LIANA_mouseconsensus
Col5a2,Itga11,1,LIANA_mouseconsensus
Col5a2,Itga2,1,LIANA_mouseconsensus
Col5a3,Complex:gm42957,1,stCASE
Col5a3,Complex:itga1,1,stCASE
Col5a3,Complex:itga11,1,stCASE
Col5a3,Complex:itga2,1,stCASE
Col5a3,Ddr1,1,stCASE
Col5a3,Itga1,1,LIANA_mouseconsensus
Col5a3,Itga10,1,LIANA_mouseconsensus
Col5a3,Itga11,1,LIANA_mouseconsensus
Col5a3,Itga2,1,LIANA_mouseconsensus
Col6a1,Complex:gm42957,1,stCASE
Col6a1,Complex:itga1,1,stCASE
Col6a1,Complex:itga11,1,stCASE
Col6a1,Complex:itga2,1,stCASE
Col6a1,Complex:itga3,1,stCASE
Col6a1,Complex:itga9,1,stCASE
Col6a1,Complex:itgav,1,stCASE
Col6a1,Ddr1,1,stCASE
Col6a1,Itga6,1,LIANA_mouseconsensus
Col6a2,Complex:gm42957,1,stCASE
Col6a2,Complex:itga1,1,stCASE
Col6a2,Complex:itga11,1,stCASE
Col6a2,Complex:itga2,1,stCASE
Col6a2,Complex:itga3,1,stCASE
Col6a2,Complex:itga9,1,stCASE
Col6a2,Complex:itgav,1,stCASE
Col6a2,Ddr1,1,stCASE
Col6a3,Complex:gm42957,1,stCASE
Col6a3,Complex:itga1,1,stCASE
Col6a3,Complex:itga11,1,stCASE
Col6a3,Complex:itga2,1,stCASE
Col6a3,Complex:itga3,1,stCASE
Col6a3,Complex:itga9,1,stCASE
Col6a3,Complex:itgav,1,stCASE
Col6a3,Ddr1,1,stCASE
Col6a5,Complex:gm42957,1,stCASE
Col6a5,Complex:itga1,1,stCASE
Col6a5,Complex:itga11,1,stCASE
Col6a5,Complex:itga2,1,stCASE
Col6a5,Complex:itga3,1,stCASE
Col6a5,Complex:itga9,1,stCASE
Col6a5,Complex:itgav,1,stCASE
Col6a5,Ddr1,1,stCASE
Col6a6,Complex:gm42957,1,stCASE
Col6a6,Complex:itga1,1,stCASE
Col6a6,Complex:itga11,1,stCASE
Col6a6,Complex:itga2,1,stCASE
Col6a6,Complex:itga3,1,stCASE
Col6a6,Complex:itga9,1,stCASE
Col6a6,Complex:itgav,1,stCASE
Col6a6,Ddr1,1,stCASE
Col7a1,Complex:gm42957,1,stCASE
Col7a1,Complex:itga1,1,stCASE
Col7a1,Complex:itga11,1,stCASE
Col7a1,Complex:itga2,1,stCASE
Col7a1,Itga1,1,LIANA_mouseconsensus
Col7a1,Itga10,1,LIANA_mouseconsensus
Col7a1,Itga11,1,LIANA_mouseconsensus
Col7a1,Itga2,1,LIANA_mouseconsensus
Col8a1,Complex:gm42957,1,stCASE
Col8a1,Complex:itga1,1,stCASE
Col8a1,Complex:itga11,1,stCASE
Col8a1,Complex:itga2,1,stCASE
Col8a1,Ddr1,1,stCASE
Col8a1,Itga10,1,LIANA_mouseconsensus
Col8a1,Itga11,1,LIANA_mouseconsensus
Col8a2,Complex:gm42957,1,stCASE
Col8a2,Complex:itga1,1,stCASE
Col8a2,Complex:itga11,1,stCASE
Col8a2,Complex:itga2,1,stCASE
Col8a2,Itga1,1,LIANA_mouseconsensus
Col8a2,Itga10,1,LIANA_mouseconsensus
Col8a2,Itga11,1,LIANA_mouseconsensus
Col8a2,Itga2,1,LIANA_mouseconsensus
Col8a2,Slc4a11,1,LIANA_mouseconsensus
Col9a1,Complex:gm42957,1,stCASE
Col9a1,Complex:itga1,1,stCASE
Col9a1,Complex:itga11,1,stCASE
Col9a1,Complex:itga2,1,stCASE
Col9a1,Complex:itga3,1,stCASE
Col9a1,Complex:itga9,1,stCASE
Col9a1,Complex:itgav,1,stCASE
Col9a2,Complex:gm42957,1,stCASE
Col9a2,Complex:itga1,1,stCASE
Col9a2,Complex:itga11,1,stCASE
Col9a2,Complex:itga2,1,stCASE
Col9a2,Complex:itga3,1,stCASE
Col9a2,Complex:itga9,1,stCASE
Col9a2,Complex:itgav,1,stCASE
Col9a3,Complex:gm42957,1,stCASE
Col9a3,Complex:itga1,1,stCASE
Col9a3,Complex:itga11,1,stCASE
Col9a3,Complex:itga2,1,stCASE
Col9a3,Complex:itga3,1,stCASE
Col9a3,Complex:itga9,1,stCASE
Col9a3,Complex:itgav,1,stCASE
Comp,Complex:itga3,1,stCASE
Comp,Complex:itgav,1,stCASE
Complex:ebi3,Complex:il12rb2,1,stCASE
Complex:ebi3,Complex:il27ra,1,stCASE
Complex:ebi3,Il6st,1,stCASE
Complex:il12a,Complex:il12rb1,1,stCASE
Complex:il12a,Complex:il12rb2,1,stCASE
Complex:il12a,Il12rb2,1,stCASE
Complex:il12a,Il27ra,1,stCASE
Complex:il12b,Complex:il12rb1,1,stCASE
Complex:il12b,Complex:il23r,1,stCASE
Complex:il12b,Il12rb1,1,stCASE
Complex:il12b,Il23r,1,stCASE
Complex:il27,Complex:il27ra,1,stCASE
Complex:il27,Il6st,1,stCASE
Complex:inha,Acvr2a,1,stCASE
Complex:inha,Acvr2b,1,stCASE
Complex:inhba,Acvr2a,1,stCASE
Complex:inhba,Acvr2b,1,stCASE
Complex:inhba,Complex:acvr1b,1,stCASE
Complex:inhba,Complex:acvr1c,1,stCASE
Complex:lama1,Complex:itga6,1,stCASE
Complex:lama1,Itgb1,1,stCASE
Complex:lama3,Complex:itga6,1,stCASE
Complex:lama3,Itgb4,1,stCASE
Complex:npnt,Complex:itga8,1,stCASE
Complex:npnt,Itgb1,1,stCASE
Copa,Cd74,1,LIANA_mouseconsensus
Copa,Mtnr1b,1,LIANA_mouseconsensus
Copa,Ntrk1,1,LIANA_mouseconsensus
Copa,P2ry6,1,LIANA_mouseconsensus
Cort,Adra2a,1,LIANA_mouseconsensus
Cort,Grm7,1,LIANA_mouseconsensus
Cort,Mrgpra6,1,stCASE
Cort,Mrgprb1,1,LIANA_mouseconsensus
Cort,Mtnr1a,1,LIANA_mouseconsensus
Cort-cyp11b1,Nr3c1,1,CellChatDB
Cort-cyp11b1,Nr3c2,1,CellChatDB
Cr2,Cd19,1,stCASE
Cr2,Cd81,1,stCASE
Crh,Adcyap1r1,1,LIANA_mouseconsensus
Crh,Adrb2,1,LIANA_mouseconsensus
Crh,Adrb3,1,LIANA_mouseconsensus
Crh,Gpr20,1,LIANA_mouseconsensus
Crh,Gpr84,1,LIANA_mouseconsensus
Crh,Pth1r,1,LIANA_mouseconsensus
Crh,Ramp2,1,LIANA_mouseconsensus
Crh,Ramp3,1,LIANA_mouseconsensus
Crh,Tshr,1,LIANA_mouseconsensus
Crh,Vipr1,1,LIANA_mouseconsensus
Crlf1,Il6st,1,LIANA_mouseconsensus
Crlf2,Crlf2,1,LIANA_mouseconsensus
Crlf2,Il7r,1,LIANA_mouseconsensus
Crlf2,Tslp,1,LIANA_mouseconsensus
Csf1,Celsr3,1,LIANA_mouseconsensus
Csf1,Sirpa,1,LIANA_mouseconsensus
Csf2,Complex:csf2ra,1,stCASE
Csf2,Itga9,1,LIANA_mouseconsensus
Csf2,Itgb1,1,LIANA_mouseconsensus
Csh2,Prlr,1,SpaCcLink
Cshl1,Prlr,1,SpaCcLink
Cspg4,Complex:itga3,1,stCASE
Ctf1,Complex:il6st,1,stCASE
Ctgf,Erbb4,1,SpaCcLink
Ctgf,Itga5,1,SpaCcLink
Ctgf,Itgam,1,SpaCcLink
Ctgf,Itgb2,1,SpaCcLink
Ctgf,Lrp1,1,SpaCcLink
Ctgf,Lrp6,1,SpaCcLink
Ctgf,Ntrk1,1,SpaCcLink
Cxadr,Cxadr,1,connectomeDB2020_lit
Cxadr,Jaml,1,connectomeDB2020_lit
Cxcl1,Adra2a,1,LIANA_mouseconsensus
Cxcl1,Dpp4,1,LIANA_mouseconsensus
Cxcl1,Grm7,1,LIANA_mouseconsensus
Cxcl1,Mtnr1a,1,LIANA_mouseconsensus
Cxcl10,Adra2a,1,LIANA_mouseconsensus
Cxcl10,Grm7,1,LIANA_mouseconsensus
Cxcl10,Mtnr1a,1,LIANA_mouseconsensus
Cxcl11,Ccr5,1,stCASE
Cxcl12,Adra2a,1,LIANA_mouseconsensus
Cxcl12,Ccr4,1,LIANA_mouseconsensus
Cxcl12,Grm7,1,LIANA_mouseconsensus
Cxcl12,Mtnr1a,1,LIANA_mouseconsensus
Cxcl13,Adra2a,1,LIANA_mouseconsensus
Cxcl13,Grm7,1,LIANA_mouseconsensus
Cxcl13,Mtnr1a,1,LIANA_mouseconsensus
Cxcl13,Oprd1,1,LIANA_mouseconsensus
Cxcl16,Adra2a,1,LIANA_mouseconsensus
Cxcl16,Grm7,1,LIANA_mouseconsensus
Cxcl16,Mtnr1a,1,LIANA_mouseconsensus
Cxcl2,Adra2a,1,LIANA_mouseconsensus
Cxcl2,Grm7,1,LIANA_mouseconsensus
Cxcl2,Mtnr1a,1,LIANA_mouseconsensus
Cxcl5,Adra2a,1,LIANA_mouseconsensus
Cxcl5,Grm7,1,LIANA_mouseconsensus
Cxcl5,Mtnr1a,1,LIANA_mouseconsensus
Cxcl8,Ackr1,1,connectomeDB2020_lit
Cxcl8,Cxcr1,1,connectomeDB2020_lit
Cxcl8,Cxcr2,1,connectomeDB2020_lit
Cxcl8,Sdc1,1,connectomeDB2020_lit
Cxcl8,Sdc2,1,connectomeDB2020_lit
Cxcr4,Ccr5,1,stCASE
Cyp11a1,Nr1h4,1,LARIS_neurotransmitter
Cyp11a1,Nr1i2,1,LARIS_neurotransmitter
Cyp11b1,Nr3c1,1,LARIS_neurotransmitter
Cyp11b1,Nr3c2,1,LARIS_neurotransmitter
Cyp11b2,Nr3c1,1,LARIS_neurotransmitter
Cyp11b2,Nr3c2,1,LARIS_neurotransmitter
Cyp17a1,Ar,1,LARIS_neurotransmitter
Cyp19a1,Esr1,1,LARIS_neurotransmitter
Cyp19a1,Esr2,1,LARIS_neurotransmitter
Cyp19a1,Gper1,1,LARIS_neurotransmitter
Cyp19a1,Nr1i2,1,LARIS_neurotransmitter
Cyp21a1,Nr3c2,1,LARIS_neurotransmitter
Cyp27b1,Vdr,1,LARIS_neurotransmitter
Cyp3a13,Nr1h4,1,LARIS_neurotransmitter
Cyr61,Itga5,1,SpaCcLink
Cyr61,Itgam,1,SpaCcLink
Cyr61,Itgav,1,SpaCcLink
Cyr61,Itgb2,1,SpaCcLink
Cyr61,Itgb3,1,SpaCcLink
Cyr61,Itgb5,1,SpaCcLink
Dag1,Lama4,1,connectomeDB2020_lit
Dagla,Cnr1,1,LARIS_neurotransmitter
Dagla,Cnr2,1,LARIS_neurotransmitter
Dagla,Gpr55,1,LARIS_neurotransmitter
Daglb,Cnr1,1,LARIS_neurotransmitter
Daglb,Cnr2,1,LARIS_neurotransmitter
Daglb,Gpr55,1,LARIS_neurotransmitter
Dbh,Adra1a,1,LARIS_neurotransmitter
Dbh,Adra1b,1,LARIS_neurotransmitter
Dbh,Adra1d,1,LARIS_neurotransmitter
Dbh,Adra2a,1,LARIS_neurotransmitter
Dbh,Adra2b,1,LARIS_neurotransmitter
Dbh,Adra2c,1,LARIS_neurotransmitter
Dbh,Adrb1,1,LARIS_neurotransmitter
Dbh,Adrb2,1,LARIS_neurotransmitter
Dbh,Adrb3,1,LARIS_neurotransmitter
Dcc,Adora2b,1,stCASE
Dcn,Kdr,1,stCASE
Ddc,Drd1,1,LARIS_neurotransmitter
Ddc,Drd2,1,LARIS_neurotransmitter
Ddc,Drd3,1,LARIS_neurotransmitter
Ddc,Drd4,1,LARIS_neurotransmitter
Ddc,Drd5,1,LARIS_neurotransmitter
Ddc,Htr1a,1,LARIS_neurotransmitter
Ddc,Htr1b,1,LARIS_neurotransmitter
Ddc,Htr1d,1,LARIS_neurotransmitter
Ddc,Htr1f,1,LARIS_neurotransmitter
Ddc,Htr2a,1,LARIS_neurotransmitter
Ddc,Htr2b,1,LARIS_neurotransmitter
Ddc,Htr2c,1,LARIS_neurotransmitter
Ddc,Htr3a,1,LARIS_neurotransmitter
Ddc,Htr3b,1,LARIS_neurotransmitter
Ddc,Htr4,1,LARIS_neurotransmitter
Ddc,Htr5a,1,LARIS_neurotransmitter
Ddc,Htr6,1,LARIS_neurotransmitter
Ddc,Htr7,1,LARIS_neurotransmitter
Defb106a,Ccr2,1,connectomeDB2020_lit
Desmosterol-dhcr7,Nr1h2,1,CellChatDB
Desmosterol-dhcr7,Nr1h3,1,CellChatDB
Dhcr24,Rora,1,LARIS_neurotransmitter
Dhcr24,Rorc,1,LARIS_neurotransmitter
Dhcr7,Nr1h2,1,LARIS_neurotransmitter
Dhcr7,Nr1h3,1,LARIS_neurotransmitter
Dhcr7,Rora,1,LARIS_neurotransmitter
Dhcr7,Rorc,1,LARIS_neurotransmitter
Dhea-sts,Esr1,1,CellChatDB
Dhea-sts,Nr1i2,1,CellChatDB
Dhea-sts,Ppara,1,CellChatDB
Dheas-sult1e1,Ppara,1,CellChatDB
Dheas-sult1e1,Ppard,1,CellChatDB
Dheas-sult1e1,Pparg,1,CellChatDB
Dheas-sult2a1,Ppara,1,CellChatDB
Dheas-sult2a1,Ppard,1,CellChatDB
Dheas-sult2a1,Pparg,1,CellChatDB
Dheas-sult2b,Ppara,1,CellChatDB
Dheas-sult2b,Ppard,1,CellChatDB
Dheas-sult2b,Pparg,1,CellChatDB
Dhh,Complex:ptch1,1,stCASE
Dhh,Complex:ptch2,1,stCASE
Dhrs9,Pgr,1,LARIS_neurotransmitter
Dht-srd5a1,Ar,1,CellChatDB
Dht-srd5a2,Ar,1,CellChatDB
Dht-srd5a3,Ar,1,CellChatDB
Dio3,Thra,1,LARIS_neurotransmitter
Dio3,Thrb,1,LARIS_neurotransmitter
Dkk4,Lrp5,1,LIANA_mouseconsensus
Dmp1,Complex:itgav,1,stCASE
Doc-cyp21a2,Nr3c2,1,CellChatDB
Dopa-ddc,Drd1,1,CellChatDB
Dopa-ddc,Drd2,1,CellChatDB
Dopa-ddc,Drd3,1,CellChatDB
Dopa-ddc,Drd4,1,CellChatDB
Dopa-ddc,Drd5,1,CellChatDB
Dpep1,Cysltr1,1,LARIS_neurotransmitter
Dpep1,Cysltr2,1,LARIS_neurotransmitter
Dpep2,Cysltr1,1,LARIS_neurotransmitter
Dpep2,Cysltr2,1,LARIS_neurotransmitter
Dpep3,Cysltr1,1,LARIS_neurotransmitter
Dpep3,Cysltr2,1,LARIS_neurotransmitter
Dsc1,Dsg1,1,connectomeDB2020_lit
Dsc2,Dsg1,1,connectomeDB2020_lit
Dsc3,Dsg1,1,connectomeDB2020_lit
Dsc3,Dsg1c,1,stCASE
Dsg1,Dsc3,1,connectomeDB2020_lit
Dsg1a,Dsc3,1,LIANA_mouseconsensus
Dsg1b,Dsc3,1,LIANA_mouseconsensus
Dspp,Complex:itgav,1,stCASE
E2-cyp19a1,Esr1,1,CellChatDB
E2-cyp19a1,Esr2,1,CellChatDB
E2-cyp19a1,Gper1,1,CellChatDB
E2-cyp19a1,Nr1i2,1,CellChatDB
E2-hsd17b1,Esr1,1,CellChatDB
E2-hsd17b1,Esr2,1,CellChatDB
E2-hsd17b1,Gper1,1,CellChatDB
E2-hsd17b1,Nr1i2,1,CellChatDB
Ear11,Tlr2,1,LIANA_mouseconsensus
Ear5,Tlr2,1,LIANA_mouseconsensus
Ebi3,Complex:il27ra,1,stCASE
Ebi3,Il12rb2,1,LIANA_mouseconsensus
Edil3,Complex:itgav,1,stCASE
Edil3,Itgb5,1,LIANA_mouseconsensus
Efemp2,Lingo1,1,stCASE
Efemp2,Plscr4,1,LIANA_mouseconsensus
Efna1,Ephb6,1,LIANA_mouseconsensus
Efna3,Ephb6,1,LIANA_mouseconsensus
Egf,Adrb2,1,LIANA_mouseconsensus
Egf,Axl,1,LIANA_mouseconsensus
Egf,Complex:egfr,1,stCASE
Egf,Fshr,1,LIANA_mouseconsensus
Egf,Ldlr,1,LIANA_mouseconsensus
Egf,Lrp2,1,LIANA_mouseconsensus
Egf,Pld2,1,LIANA_mouseconsensus
Egf,Rhbdl2,1,LIANA_mouseconsensus
Egf,Tnfrsf11b,1,LIANA_mouseconsensus
Epcam,Epcam,1,connectomeDB2020_lit
Epgn,Erbb4,1,stCASE
Epha2,Egfr,1,stCASE
Epha4,Efnb1,1,connectomeDB2020_lit
Epha4,Fgfr3,1,stCASE
Ephb1,Nrcam,1,stCASE
Ephb2,Nrcam,1,stCASE
Ephb4,Sdc3,1,stCASE
Erbb2,Egfr,1,stCASE
Erbb2,Erbb3,1,stCASE
Erbb2,Erbb4,1,stCASE
Erbb2,Plxnb1,1,stCASE
Erbb2,Ptpre,1,stCASE
